# key	zipf — built by export_dictionary.py, do not hand-edit
صحف	4.26
صحفة	2.19
صحفي	4.72
صحل	1.06
صحمة	0.00
صحن	3.79
صحنا	2.37
صحناة	0.00
صحو	2.57
صحوة	3.38
صحون	3.16
صحى	3.27
صحي	4.22
صحيح	5.41
صحيفة	5.16
صحينة	0.00
صخاب	1.94
صخب	3.19
صخبة	1.14
صخة	0.00
صخد	0.00
صخدان	0.00
صخر	3.54
صخرة	3.91
صخري	3.40
صخريات	0.00
صخف	0.00
صخور	3.65
صخي	1.04
صخيد	0.00
صدئ	2.34
صدا	3.04
صدائر	0.00
صداة	0.00
صداح	1.63
صداد	0.00
صدار	1.96
صدارة	3.83
صداع	3.82
صداق	2.23
صداقة	4.03
صدام	4.44
صدتم	0.00
صدتن	0.00
صدح	2.17
صدد	2.98
صددة	0.00
صدر	5.04
صدراني	0.00
صدرة	2.40
صدري	3.95
صدرية	3.12
صدع	3.23
صدغ	1.63
صدغان	0.00
صدف	3.23
صدفة	4.10
صدفيات	1.04
صدق	4.42
صدقة	3.93
صدقى	2.55
صدقي	3.56
صدم	3.62
صدمة	4.28
صدن	0.00
صدنا	1.74
صدود	1.68
صدور	4.49
صدوق	3.20
صدى	4.22
صدي	2.94
صديان	1.17
صديد	2.36
صديرة	0.00
صديق	4.90
صرا	1.86
صرائم	0.00
صراح	2.72
صراحة	4.31
صراخ	3.83
صراخة	1.22
صرار	2.06
صرارة	1.16
صراصير	3.08
صراط	3.36
صراع	4.51
صراف	3.13
صرافة	2.75
صرام	1.30
صرامة	3.57
صرب	2.47
صربي	2.58
صربيا	4.18
صرة	2.51
صرج	0.00
صرح	4.59
صرحاء	2.23
صرحي	1.34
صرخ	3.53
صرخة	3.76
صرختم	1.23
صرختن	0.00
صرخن	0.00
صرخنا	1.89
صرخوا	2.46
صرد	2.40
صردان	0.00
صرر	1.50
صرصار	2.50
صرصر	2.21
صرصور	3.11
صرط	0.00
صرع	3.13
صرعة	2.35
صرعى	2.52
صرف	4.29
صرفي	2.23
صرق	0.00
صرم	2.00
صرمة	1.83
صروح	2.78
صرود	0.00
صروع	0.00
صروف	2.55
صرى	0.00
صري	1.82
صريح	4.16
صرير	2.97
صريع	2.33
صريف	1.91
صريقة	0.00
صريم	1.84
صريمة	1.61
صعا	0.00
صعاب	2.64
صعاد	0.00
صعاليك	2.59
صعب	4.77
صعبى	0.00
صعبي	1.86
صعتر	1.60
صعد	3.90
صعداء	0.00
صعدة	4.02
صعدي	0.00
صعر	1.43
صعصع	1.13
صعصعة	2.90
صعق	2.84
صعل	0.00
صعلك	0.00
صعلكة	0.00
صعلوك	2.66
صعوبة	4.67
صعود	4.19
صعيد	4.30
صعيدي	2.80
صغا	1.04
صغائر	2.58
صغاة	0.00
صغار	4.41
صغت	2.37
صغر	3.98
صغراء	0.00
صغرة	1.99
صغرى	3.05
صغريات	0.00
صغوتم	0.00
صغوتن	0.00
صغون	0.00
صغونا	0.00
صغي	1.50
صغير	4.97
صغيرة	5.34
صفا	3.75
صفاء	3.85
صفائح	3.24
صفاح	1.01
صفاد	0.00
صفار	2.99
صفارة	2.88
صفارية	0.00
صفافير	0.00
صفاق	1.63
صفاقة	2.05
صفاقس	3.20
صفايا	1.09
صفة	4.27
صفت	2.59
صفح	2.66
صفحة	4.95
صفحتان	2.06
صفد	3.52
صفر	4.40
صفراء	3.82
صفراوات	0.00
صفرة	2.79
صفري	2.58
صفرية	2.38
صفصاف	2.08
صفصف	1.30
صفع	2.79
صفعة	3.66
صفغ	0.00
صفف	1.96
صفق	2.94
صفقة	4.58
صفن	2.17
صفو	3.48
صفوان	3.22
صفوة	3.26
صفوتم	0.00
صفوتن	0.00
صفوح	1.71
صفوف	4.56
صفون	1.11
صفونا	1.83
صفوي	2.72
صفى	2.81
صفي	3.54
صفية	3.40
صفيتم	0.00
صفيتن	0.00
صفيح	2.77
صفيحة	3.40
صفير	3.21
صفيراء	2.03
صفيف	1.85
صفيق	2.05
صفين	3.28
صفينا	1.78
صقار	2.15
صقاع	0.00
صقال	1.39
صقب	0.00
صقر	4.14
صقريات	0.00
صقع	2.22
صقعان	0.00
صقعة	0.00
صقل	3.16
صقلبي	0.00
صقلي	2.23
صقلية	3.54
صقور	3.39
صقيع	2.89
صقيل	2.08
صكا	2.42
صكم	0.00
صكوك	3.08
صلا	2.13
صلائف	0.00
صلابة	3.50
صلاة	4.87
صلاح	4.67
صلاحي	2.06
صلاحية	3.88
صلاد	1.81
صلاف	0.00
صلافى	0.00
صلب	4.24
صلبان	2.57
صلبة	3.92
صلة	4.65
صلت	2.99
صلج	0.00
صلجة	0.00
صلح	3.79
صلحاء	1.74
صلحة	1.59
صلحى	0.00
صلحي	2.33
صلخ	1.42
صلد	2.34
صلداء	0.00
صلداوات	0.00
صلدة	2.14
صلصال	2.58
صلصة	3.69
صلصل	1.35
صلصلة	2.51
صلطة	1.05
صلع	2.49
صلعاء	2.10
صلعاوات	0.00
صلعة	2.06
صلعم	1.74
صلعمي	0.00
صلعى	0.00
صلف	2.58
صلفاء	0.00
صلق	0.00
صلم	1.47
صلن	0.00
صلوات	3.71
صلوح	1.78
صلود	0.00
صلى	5.52
صلي	4.01
صليان	0.00
صليب	3.70
صليبي	3.03
صليقة	0.00
صليل	2.36
صما	0.00
صماء	3.23
صمائم	0.00
صمات	1.31
صماخ	1.58
صماد	1.88
صماغ	0.00
صماغة	0.00
صمام	3.77
صمامة	1.04
صماوات	0.00
صمة	2.17
صمت	4.36
صمتة	0.00
صمتت	2.63
صمتم	1.91
صمتنا	3.08
صمتوا	2.18
صمتي	2.82
صمح	0.00
صمخ	1.60
صمد	3.53
صمدة	0.00
صمدتم	1.34
صمدتن	0.00
صمدن	0.00
صمدنا	1.95
صمدوا	2.29
صمر	1.14
صمصم	0.00
صمع	1.15
صمغ	3.04
صمل	1.51
صملاخ	0.00
صمم	4.10
صموت	1.80
صمود	3.61
صمولة	1.20
صمى	0.00
صميم	3.63
صميمي	1.93
صنائع	2.48
صناب	0.00
صنابير	2.25
صناج	0.00
صنادل	2.30
صناديد	2.51
صناديق	4.28
صنار	0.00
صنارة	2.37
صناع	4.03
صناعة	4.93
صناعي	3.91
صنان	1.17
صنانير	0.00
صنبور	2.84
صنة	1.42
صنج	1.34
صنخ	0.00
صندل	2.72
صندلية	0.00
صندوق	4.83
صندوقة	1.44
صنديد	2.28
صنع	4.93
صنعاء	4.80
صنعاني	1.81
صنعة	3.06
صنعي	2.34
صنف	3.97
صنفي	2.17
صنق	0.00
صنم	3.29
صنو	1.96
صنوان	2.18
صنوبر	2.87
صنوبري	1.41
صنوج	1.04
صنوف	3.17
صنيع	2.80
صنيعة	3.10
صها	0.00
صهارة	1.55
صهاريج	2.90
صهال	0.00
صهاينة	3.13
صهب	1.33
صهباء	2.11
صهباوات	0.00
صهبة	0.00
صهد	1.51
صهر	3.47
صهرة	1.19
صهريج	3.05
صهل	1.21
صهوات	1.81
صهوة	3.06
صهور	0.00
صهى	0.00
صهي	1.02
صهيب	3.02
صهيل	2.58
صهين	0.00
صهيون	3.65
صهيوني	3.46
صهيونية	3.24
صوائب	0.00
صوائح	0.00
صوائد	0.00
صوائر	0.00
صوائغ	0.00
صوائم	0.00
صواب	3.64
صوابئ	0.00
صوابر	0.00
صوابي	2.68
صواحب	1.36
صواحي	0.00
صواخب	0.00
صواد	0.00
صوادح	0.00
صوادر	0.00
صوادق	0.00
صوادي	0.00
صوار	2.06
صوارة	0.00
صوارخ	1.46
صوارم	1.19
صواري	1.81
صواريخ	4.36
صواع	1.76
صواعد	1.04
صواعق	2.65
صواغ	0.00
صواغر	0.00
صواغي	0.00
صواف	1.88
صوافق	0.00
صوافي	0.00
صواقير	0.00
صوالح	1.42
صوامت	1.48
صوامد	0.00
صوامع	2.83
صوان	2.85
صوانة	0.00
صوانع	0.00
صواهل	0.00
صواوين	0.00
صوب	4.13
صوبح	0.00
صوبحتم	0.00
صوبحتن	0.00
صوبحن	0.00
صوبحنا	0.00
صوبحوا	0.00
صوبر	1.51
صوبرتم	0.00
صوبرتن	0.00
صوبرن	0.00
صوبرنا	0.00
صوبروا	0.00
صوبن	0.00
صوبي	2.87
صوة	2.01
صوت	5.19
صوتت	3.37
صوتم	1.28
صوتنا	3.51
صوتي	4.55
صوتيات	3.40
صودا	3.12
صودر	2.08
صودرتم	0.00
صودرتن	0.00
صودرن	0.00
صودرنا	0.00
صودروا	0.00
صوديوم	2.72
صور	5.52
صورة	5.43
صورع	0.00
صورعتم	0.00
صورعتن	0.00
صورعن	0.00
صورعنا	0.00
صورعوا	0.00
صوري	3.40
صوص	2.87
صوغ	2.39
صوغة	1.33
صوف	3.40
صوفة	1.85
صوفح	0.00
صوفحا	0.00
صوفحتا	0.00
صوفحتم	0.00
صوفحتما	0.00
صوفحتن	0.00
صوفحن	0.00
صوفحوا	0.00
صوفي	3.95
صوفيا	4.19
صوفية	3.28
صول	3.38
صولات	2.63
صولة	2.67
صولجان	2.78
صوم	3.66
صومال	2.02
صومالي	3.22
صومرة	0.00
صومع	0.00
صومعة	2.80
صوموا	2.55
صومي	2.12
صون	2.96
صونوا	1.30
صوني	2.35
صوى	1.42
صوي	1.74
صياح	3.42
صياد	3.74
صيادلة	2.75
صيارفة	0.00
صياص	0.00
صياصي	0.00
صياغة	4.35
صيام	4.01
صيانة	4.01
صياهب	0.00
صياهد	0.00
صياهير	0.00
صيت	3.33
صيح	2.27
صيحان	0.00
صيحة	3.50
صيحوا	1.69
صيحي	1.87
صيخد	0.00
صيخود	0.00
صيد	4.31
صيدا	3.91
صيدت	0.00
صيدل	0.00
صيدلاني	2.44
صيدلة	2.94
صيدلي	3.12
صيدلية	3.47
صيدوا	0.00
صيدون	2.18
صيدي	2.05
صير	3.07
صيران	0.00
صيرفي	1.65
صيروا	1.60
صيرورة	2.17
صيري	1.55
صيصان	1.70
صيصة	0.00
صيصية	0.00
صيعان	0.00
صيغ	3.82
صيغة	4.23
صيف	4.26
صيفة	1.36
صيفي	3.53
صيقل	1.32
صيم	1.04
صين	2.49
صينت	0.00
صينوا	0.00
صيني	4.23
صينية	4.28
صيهب	0.00
صيهد	1.07
صيهور	0.00
صيوان	2.04
ضؤتم	0.00
ضؤتن	0.00
ضؤل	0.00
ضؤن	0.00
ضؤنا	0.00
ضئط	0.00
ضئيل	3.80
ضاء	1.67
ضاءت	1.14
ضاءل	0.00
ضاؤوا	0.00
ضائع	3.63
ضائق	1.53
ضائم	0.00
ضائن	0.00
ضائنة	0.00
ضائوا	0.00
ضاب	0.00
ضابح	1.23
ضابر	0.00
ضابط	4.67
ضابن	0.00
ضاج	1.51
ضاجع	1.71
ضاجعتم	0.00
ضاجعتن	0.00
ضاجعنا	0.00
ضاجعي	0.00
ضاح	1.26
ضاحك	2.62
ضاحكة	3.18
ضاحل	0.00
ضاحي	3.00
ضاحية	3.73
ضاد	2.08
ضادت	0.00
ضاددتم	0.00
ضاددتن	0.00
ضاددنا	0.00
ضاددي	0.00
ضادوا	0.00
ضادي	0.00
ضار	3.53
ضارب	3.21
ضارح	0.00
ضارس	0.00
ضارع	1.50
ضاري	2.88
ضاز	0.00
ضاس	0.00
ضاضا	0.00
ضاط	0.00
ضاع	3.88
ضاعف	3.33
ضاغث	0.00
ضاغط	3.13
ضاغم	0.00
ضاغن	0.00
ضاغوط	0.00
ضاف	1.95
ضافر	1.30
ضافي	1.92
ضاق	3.53
ضاقة	0.00
ضاك	0.00
ضال	3.24
ضالة	3.12
ضالع	2.30
ضام	2.14
ضامخ	0.00
ضامد	0.00
ضامر	2.50
ضامن	3.04
ضان	2.60
ضاهى	1.26
ضاوي	2.27
ضاى	0.00
ضايق	2.48
ضايقتم	0.00
ضايقتن	0.00
ضايقنا	1.26
ضايقي	0.00
ضبا	2.39
ضبائر	0.00
ضباب	3.38
ضبابي	2.59
ضباح	1.08
ضبارة	0.00
ضباط	4.56
ضباع	2.54
ضبان	2.04
ضبب	0.00
ضبة	2.44
ضبث	0.00
ضبج	0.00
ضبح	1.19
ضبد	0.00
ضبر	1.08
ضبس	0.00
ضبط	4.39
ضبطة	1.48
ضبطية	1.94
ضبع	2.45
ضبعيات	0.00
ضبن	0.00
ضبور	0.00
ضبى	0.00
ضجاع	0.00
ضجة	3.96
ضجر	2.87
ضجع	0.00
ضجعة	1.28
ضجم	0.00
ضجيج	3.73
ضحا	1.78
ضحاة	0.00
ضحاك	2.08
ضحايا	4.58
ضحك	4.09
ضحكة	3.86
ضحكتم	1.41
ضحكتن	0.00
ضحكن	1.09
ضحكنا	2.88
ضحكوا	2.81
ضحكي	1.97
ضحل	2.73
ضحو	1.65
ضحوة	2.04
ضحوك	1.59
ضحى	3.79
ضحي	2.68
ضحية	4.37
ضخام	2.00
ضخامة	3.51
ضخز	0.00
ضخم	4.39
ضخمى	0.00
ضدئ	0.00
ضدن	0.00
ضدي	3.67
ضدية	1.24
ضديد	0.00
ضرا	2.76
ضراء	2.59
ضرائب	3.94
ضرائح	1.53
ضرائر	1.41
ضراب	1.97
ضرابة	0.00
ضراة	0.00
ضرار	3.04
ضراط	2.28
ضراع	0.00
ضراعة	1.24
ضرام	1.64
ضراوة	3.11
ضرب	4.74
ضربان	2.01
ضربة	4.56
ضربي	2.33
ضرة	1.81
ضرج	0.00
ضرح	0.00
ضرر	4.20
ضررة	0.00
ضرس	3.09
ضرط	1.73
ضرع	2.23
ضرعاء	0.00
ضرعة	0.00
ضرغام	2.67
ضرك	1.91
ضرم	1.62
ضرمة	0.00
ضرو	1.43
ضروب	3.22
ضرورة	4.52
ضروري	4.42
ضروريات	3.06
ضروس	2.82
ضروط	0.00
ضروع	1.38
ضرى	1.30
ضري	1.92
ضريب	1.54
ضريبة	4.05
ضريبي	2.93
ضريج	0.00
ضريح	3.91
ضرير	2.68
ضريس	1.57
ضريع	1.04
ضريم	0.00
ضزن	0.00
ضعا	1.36
ضعاف	3.37
ضعة	2.05
ضعز	0.00
ضعضع	0.00
ضعط	1.96
ضعف	4.83
ضعفاء	3.63
ضعفتم	1.10
ضعفتن	0.00
ضعفن	0.00
ضعفنا	2.99
ضعفوا	2.09
ضعن	1.31
ضعوا	2.94
ضعي	3.90
ضعيف	4.44
ضغا	0.00
ضغاء	0.00
ضغائن	2.30
ضغاط	1.14
ضغان	0.00
ضغب	0.00
ضغبوس	0.00
ضغث	0.00
ضغط	4.78
ضغطة	3.10
ضغل	0.00
ضغم	0.00
ضغمة	0.00
ضغن	0.00
ضغنة	0.00
ضغوط	3.98
ضغينة	2.75
ضفا	0.00
ضفائر	2.59
ضفادع	2.95
ضفاف	3.83
ضفة	3.53
ضفد	0.00
ضفدع	3.44
ضفدعة	2.15
ضفدعيات	0.00
ضفر	2.08
ضفز	0.00
ضفس	0.00
ضفط	1.49
ضفع	0.00
ضفف	0.00
ضفق	0.00
ضفن	0.00
ضفور	0.00
ضفير	0.00
ضفيرة	2.55
ضكز	0.00
ضلائع	0.00
ضلال	3.31
ضلالة	3.31
ضلة	1.18
ضلع	3.48
ضلعج	0.00
ضلعي	2.50
ضلل	2.19
ضللة	0.00
ضلوع	3.17
ضلي	1.79
ضليع	2.51
ضليل	1.32
ضمائد	0.00
ضمائر	2.98
ضماد	2.47
ضمادة	2.73
ضمار	1.40
ضمان	4.65
ضمانة	3.29
ضمة	2.82
ضمج	0.00
ضمخ	0.00
ضمد	2.89
ضمر	1.88
ضمران	0.00
ضمرة	2.61
ضمز	0.00
ضمس	0.00
ضمضم	1.84
ضمضمة	0.00
ضمن	5.49
ضمناء	0.00
ضمنة	0.00
ضمنى	1.89
ضمني	3.56
ضمور	3.05
ضمى	1.66
ضمي	2.37
ضمير	3.97
ضميم	0.00
ضميمة	1.59
ضمين	0.00
ضنئ	0.00
ضنا	2.37
ضنائن	0.00
ضنانة	0.00
ضنب	0.00
ضنط	0.00
ضنك	2.92
ضنى	1.83
ضني	1.94
ضنين	1.63
ضهب	0.00
ضهت	0.00
ضهد	0.00
ضهر	3.21
ضهز	0.00
ضهس	0.00
ضهل	0.00
ضهي	0.00
ضهياء	0.00
ضوء	4.74
ضوءوا	0.00
ضوؤوا	0.00
ضوئتم	0.00
ضوئتن	0.00
ضوئنا	0.00
ضوئي	3.41
ضوا	0.00
ضوائع	0.00
ضوائق	0.00
ضوائم	0.00
ضوائن	0.00
ضوابط	3.66
ضواة	0.00
ضواتم	0.00
ضواتن	0.00
ضواجع	0.00
ضواح	1.67
ضواحك	0.00
ضواحي	4.08
ضوار	1.53
ضوارب	0.00
ضوارع	0.00
ضواري	1.72
ضواغط	1.95
ضواغن	0.00
ضواغيط	0.00
ضوافي	0.00
ضوال	0.00
ضوامر	0.00
ضوامن	0.00
ضوان	0.00
ضوانا	0.00
ضواية	0.00
ضوجع	0.00
ضودد	0.00
ضوددتم	0.00
ضوددتن	0.00
ضوددن	0.00
ضوددنا	0.00
ضوددوا	0.00
ضور	1.48
ضوضاء	3.36
ضوط	0.00
ضوقى	0.00
ضوى	1.80
ضوي	1.86
ضويق	0.00
ضويقتم	0.00
ضويقتن	0.00
ضويقن	0.00
ضويقنا	0.00
ضويقوا	0.00
ضيء	0.00
ضياء	4.07
ضياع	3.99
ضياغم	0.00
ضيافة	3.48
ضير	3.22
ضيع	3.08
ضيعة	3.03
ضيعي	0.00
ضيغم	1.79
ضيف	4.37
ضيق	4.38
ضيقة	4.20
ضيقى	0.00
ضيكلة	0.00
ضيم	2.39
ضيوف	4.04
ضيوم	0.00
ضيون	0.00
طؤوا	0.00
طئي	0.00
طاء	2.10
طائر	4.25
طائرة	4.82
طائش	2.77
طائع	1.86
طائف	2.64
طائفة	4.18
طائفي	3.60
طائفية	3.88
طائل	3.25
طاب	4.02
طابخ	1.62
طابع	4.23
طابعة	3.16
طابق	3.67
طابور	3.64
طابوق	2.12
طابون	1.12
طاجن	2.43
طاجيكي	2.20
طاح	3.17
طاحل	0.00
طاحن	1.99
طاحون	2.29
طاحونة	3.26
طاخ	2.67
طاد	0.00
طار	3.66
طارئ	3.73
طارئة	3.99
طارة	2.35
طارت	3.42
طارح	1.88
طارحتم	0.00
طارحتن	0.00
طارحنا	0.00
طارحي	0.00
طارد	3.35
طارف	1.74
طارفة	0.00
طارق	4.67
طارمة	0.00
طاروا	2.50
طازة	2.13
طازج	3.27
طاس	1.70
طاش	3.02
طاط	1.70
طاطا	1.93
طاع	2.14
طاعة	4.03
طاعت	1.23
طاعم	1.45
طاعن	2.72
طاعوا	0.00
طاعون	3.01
طاغ	2.34
طاغوت	2.56
طاغي	2.16
طاغية	3.52
طاف	3.24
طافئ	0.00
طافة	1.47
طافح	2.07
طافر	1.73
طافي	1.90
طاق	2.65
طاقة	4.56
طاقم	4.42
طاقية	3.04
طال	4.30
طالب	5.05
طالبان	4.09
طالت	4.12
طالح	2.44
طالس	0.00
طالع	4.15
طالق	2.53
طالم	1.42
طالما	4.73
طالوا	0.00
طالوت	2.33
طام	1.62
طامة	2.02
طامث	1.18
طامح	2.16
طامر	1.34
طامس	1.36
طامع	2.48
طامن	0.00
طان	2.02
طاه	2.70
طاهر	4.11
طاهي	2.67
طاوح	0.00
طاوع	1.57
طاوعتم	0.00
طاوعتن	0.00
طاوعنا	0.00
طاوعي	0.00
طاول	2.23
طاولة	4.30
طاولتم	0.00
طاولتن	0.00
طاولنا	0.00
طاولي	0.00
طاووس	3.03
طاوي	2.04
طايب	1.27
طاير	2.62
طبا	2.09
طبائع	2.66
طبابة	1.75
طباخ	3.15
طباخة	2.60
طباشير	2.37
طباع	3.10
طباعة	4.04
طباق	2.05
طبال	2.64
طبالة	1.42
طباهج	0.00
طبب	2.10
طبج	0.00
طبخ	3.78
طبخة	2.75
طبر	2.18
طبرق	3.23
طبرية	2.66
طبز	1.04
طبشورة	1.01
طبطب	2.13
طبطبة	1.61
طبع	4.17
طبعا	4.98
طبعة	3.76
طبق	4.45
طبقة	4.30
طبقي	3.27
طبل	3.14
طبلة	3.07
طبلتم	0.00
طبلتن	0.00
طبلن	0.00
طبلنا	0.00
طبلوا	1.65
طبلي	1.72
طبلية	1.98
طبن	1.84
طبول	3.40
طبولوجي	0.00
طبى	2.65
طبي	4.20
طبيات	1.15
طبيب	4.70
طبيخ	2.47
طبيعة	4.71
طبيعي	4.82
طبيعيات	1.88
طبيعية	4.70
طبيق	1.73
طبيقة	0.00
طثا	0.00
طثر	0.00
طثرة	0.00
طجن	0.00
طحا	2.01
طحال	2.21
طحالب	3.09
طحان	2.33
طحث	0.00
طحر	0.00
طحرور	0.00
طحز	0.00
طحس	0.00
طحل	1.20
طحلاء	0.00
طحلاوات	0.00
طحلب	2.64
طحلبيات	0.00
طحماء	0.00
طحن	3.42
طحون	0.00
طحى	0.00
طحين	3.12
طحينة	2.21
طخا	0.00
طخار	0.00
طخاري	0.00
طخش	0.00
طخم	0.00
طرؤ	0.00
طرا	3.69
طراء	1.33
طرائد	2.09
طرائف	2.86
طرائق	3.41
طرابزون	3.37
طرابلس	4.47
طرابلسي	2.41
طرابيش	1.72
طراة	0.00
طراد	3.00
طراز	4.29
طرازة	0.00
طراف	2.17
طرافة	2.32
طراق	1.58
طراوة	2.28
طرب	3.37
طربتم	0.00
طربتن	0.00
طربن	0.00
طربنا	1.31
طربوا	0.00
طربوش	2.28
طربوق	0.00
طربي	2.06
طربيل	0.00
طرة	3.15
طرتم	0.00
طرتن	0.00
طرثوث	0.00
طرح	4.51
طرحة	2.54
طرحى	1.19
طرحي	2.31
طرخشقون	0.00
طرخون	1.48
طرد	4.48
طردي	2.58
طرر	1.32
طرز	3.10
طرس	1.48
طرش	2.14
طرشاء	1.30
طرشاوات	0.00
طرشة	1.26
طرشى	0.00
طرشي	1.62
طرط	0.00
طرطور	2.25
طرطوس	3.59
طرطوشة	1.38
طرف	4.91
طرفاء	0.00
طرفة	3.57
طرق	4.98
طرقات	3.45
طرقة	2.43
طرم	0.00
طرمبة	1.64
طرن	1.01
طرنا	2.36
طرو	1.39
طروب	1.96
طرود	2.90
طروس	0.00
طروق	1.40
طري	3.08
طريح	2.93
طريخ	0.00
طريد	2.24
طريدة	2.39
طريف	3.79
طريفة	3.46
طريق	5.66
طريقة	5.35
طسئ	0.00
طسا	0.00
طسع	0.00
طسل	0.00
طسم	2.12
طسوت	0.00
طسوج	0.00
طسى	0.00
طسي	0.00
طشقند	2.98
طعام	4.53
طعان	2.23
طعج	0.00
طعر	0.00
طعز	0.00
طعس	1.58
طعل	0.00
طعم	4.29
طعمة	3.28
طعمية	2.08
طعن	3.92
طعنة	3.37
طعوم	2.09
طغا	1.79
طغاة	2.97
طغر	0.00
طغراء	1.26
طغراءات	0.00
طغم	0.00
طغمة	2.16
طغى	3.43
طغي	1.66
طغيان	3.29
طغية	0.00
طفئ	1.33
طفئتم	0.00
طفئتن	0.00
طفئن	0.00
طفئنا	0.00
طفئوا	0.00
طفا	2.45
طفاة	0.00
طفاح	1.10
طفاحة	0.00
طفاطف	0.00
طفاطيف	0.00
طفال	1.93
طفاوة	1.08
طفاية	2.63
طفت	2.98
طفح	3.54
طفحان	0.00
طفحة	0.00
طفذ	0.00
طفر	1.85
طفرة	3.68
طفس	2.26
طفش	1.95
طفطاف	0.00
طفطافة	0.00
طفطف	1.24
طفطفة	0.00
طفف	1.29
طفق	1.91
طفل	5.00
طفن	0.00
طفو	2.50
طفوتم	0.00
طفوتن	0.00
طفوح	1.49
طفول	1.28
طفولة	3.61
طفولي	2.87
طفولية	2.88
طفون	0.00
طفونا	0.00
طفي	1.99
طفيف	3.78
طفيل	3.20
طفيلي	3.01
طقس	3.86
طقسي	2.01
طقطق	2.10
طقطقة	2.91
طقم	3.55
طقوس	4.03
طقوم	1.23
طلا	2.22
طلاء	3.89
طلائع	3.54
طلاب	4.71
طلاح	1.05
طلاسة	0.00
طلاسم	2.81
طلاع	2.07
طلاق	3.71
طلاقة	2.59
طلال	4.43
طلالة	1.04
طلاوة	1.74
طلب	5.24
طلبات	4.38
طلبة	4.26
طلبية	2.99
طلة	3.22
طلث	0.00
طلح	2.31
طلحة	3.50
طلس	1.70
طلسم	2.21
طلع	3.89
طلعة	3.49
طلغ	0.00
طلق	3.74
طلقاء	2.39
طلقة	3.73
طلقتم	1.56
طلقتن	0.00
طلقن	0.00
طلقنا	1.05
طلقوا	2.00
طلقي	1.10
طلل	1.63
طلم	0.00
طلمبة	1.83
طلمة	0.00
طلمس	0.00
طله	2.18
طلوب	1.50
طلوس	0.00
طلوع	3.70
طلول	0.00
طلى	1.75
طلي	2.79
طليس	1.56
طليطلة	2.59
طليعة	3.64
طليق	3.46
طليل	1.23
طما	2.47
طماح	1.59
طماس	0.00
طماطم	3.50
طماع	2.85
طماعة	2.08
طمان	2.27
طمانينة	2.97
طمث	2.01
طمح	2.20
طمحة	0.00
طمر	2.41
طمرة	2.21
طمس	3.13
طمسة	0.00
طمع	3.23
طمعاء	0.00
طمعة	0.00
طمغ	0.00
طمل	1.38
طمن	1.76
طموح	3.95
طمى	1.51
طمي	2.29
طنئ	0.00
طنا	0.00
طنابير	0.00
طناجير	0.00
طناز	0.00
طنافس	0.00
طنان	2.29
طنانة	2.19
طنب	2.65
طنبور	1.39
طنجة	3.92
طنجرة	2.43
طنجير	0.00
طنح	0.00
طنخ	0.00
طنز	0.00
طنطن	0.00
طنطور	1.01
طنف	1.66
طنفسة	0.00
طنن	0.00
طنوس	2.31
طنوف	0.00
طني	1.88
طنين	3.22
طها	1.06
طهاة	2.67
طهار	1.27
طهارة	3.28
طهاوة	0.00
طهاية	0.00
طهر	3.29
طهران	4.68
طهرة	1.89
طهري	1.55
طهس	0.00
طهش	0.00
طهق	0.00
طهل	0.00
طهو	2.53
طهور	2.70
طهى	2.29
طهي	3.49
طهير	1.51
طوائش	0.00
طوائع	0.00
طوائف	3.64
طوائل	0.00
طوابع	3.01
طوابق	3.72
طوابير	3.42
طوابين	0.00
طواة	0.00
طواجن	1.31
طواحن	1.34
طواحين	3.14
طوار	1.64
طوارئ	4.00
طوارف	0.00
طوارق	2.54
طواعم	0.00
طواعن	0.00
طواعية	3.29
طواعين	0.00
طواغي	0.00
طواغيت	2.36
طواف	3.26
طوافة	2.46
طوافح	0.00
طوافي	1.40
طوال	4.99
طوالب	0.00
طوالح	0.00
طوالع	1.97
طوالق	0.00
طوام	1.34
طوامح	0.00
طوامس	0.00
طوامع	0.00
طواهر	0.00
طواهي	0.00
طواويس	1.41
طوايا	0.00
طواية	0.00
طوب	3.39
طوبائي	0.00
طوبائية	0.00
طوباوي	1.71
طوباوية	2.04
طوبة	2.80
طوبى	3.43
طوح	1.81
طود	1.98
طور	4.15
طورح	0.00
طورحتم	0.00
طورحتن	0.00
طورحن	0.00
طورحنا	0.00
طورحوا	0.00
طوس	2.65
طوع	2.90
طوعا	3.58
طوعي	2.88
طوغ	0.00
طوف	2.67
طوفان	3.19
طوفة	1.33
طوق	3.73
طوقان	3.28
طوكيو	4.33
طول	5.08
طولق	0.00
طولى	2.25
طولي	3.34
طومار	1.42
